id,class,comments
261,0,if you wrap your computer in foil you can stop them from taking your posts down
262,0,she is ugly so she would complain 
263,0,operation dics nndistract investors from crashing stock
264,0,actually the packer still have the rights to jolly
265,0,from your computer through their website
266,0,this is what i wore to the most recent wedding i attended which was a dayti ame black tie optional affair  http ii amgurcompmqknjpg i think i looked glamorous as fuck
267,0,pig noesed no talent jack this guy should get the worst actor award every year
268,0,and the last day is upon us will i be the lucky one doubt it but its still a sexy piece of hardware 
269,0,uhif the autopsy plus the exam of the girl prove that he was raping the daughter then he was caught redhanded which doesnt fall under the category innocent until proven guilty if you wouldnt do the same thing in that fathers shoes then you dont have children
270,0,come on sweeney show us again man
271,0,its going to be difficult to lose weight in days honestly most of the weight that youll lose is going to be water and maybe a little bit of muscle and fat if you are very careful with your calories you can also be certain that youll gain it back again once you get of the diet id recommend that to take it slow and easy so you can see the longterm benefits nn nnive personally lost 10lbs since dec 00 my blood pressure was 10110 now its 100 my cholesterol was mgdl now its 1mgdl i am no longer prediabetic and i am in the best shape of my life it wasnt easy but i can say that everyone can do it if they have the right programnn nnif youre interested in my story please head over to zdietsnetnn nncheersnn nnryan e parker
272,1,youre a pussy ass punk
273,0,apparently hickson has said he will take the min to play with lebron again good bench player for the heat
274,0,si amply terrible  cop should be fired
275,0,very sorry about robin however i can guarantee that if this was a story about just your average person it wouldnt be getting this much attention sorry if its offensive but tough shit its the truth and you all know it
